TEST;FAULT_TYPE;COMPONENT;CLASS;FUNCTION;FAULT_POINT;ROUND_1;ASSERTION_R1;API_R1;ROUND_2;ASSERTION_R2;API_R2
Test_114;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/objects/build_request.py;BuildRequest;_from_db_object+162;req._load_instance(db_req['instance']);FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_115;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/objects/instance.py;Instance;_handle_cell_update_from_api+749;db.instance_extra_update_by_uuid(context, self.uuid, self._extra_values_to_save);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_116;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;cleanup+945;self.unfilter_instance(instance, network_info);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_117;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_get_sec_group_models+1830;ec2_instance_create(context, instance_ref['uuid']);FAILURE;FAILURE_INSTANCE_ACTIVE;;FAILURE;FAILURE_SSH;
Test_118;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_tag_get_by_instance_uuid+6927;_check_instance_exists_in_project(context, instance_uuid);NO_FAILURE;;;NO_FAILURE;;
Test_119;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_update+2811;_instance_metadata_update_in_place(context, instance_ref, 'system_metadata', models.InstanceSystemMetadata, system_metadata);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_120;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/conductor/api.py;ComputeTaskAPI;schedule_and_build_instances+130;self.conductor_compute_rpcapi.schedule_and_build_instances(context, build_requests, request_spec, image, admin_password, injected_files, requested_networks, block_device_mapping, tags);FAILURE;; openstack server create ;NO_FAILURE;;
Test_121;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances+1136;compute_utils.check_num_instances_quota(context, instance.flavor, 0, 0, orig_num_req=len(build_requests));FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_122;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances+1201;self.compute_rpcapi.build_and_run_instance(cctxt, instance=instance, image=image, request_spec=request_spec, filter_properties=filter_props, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, security_groups=legacy_secgroups, block_device_mapping=instance_bdms, host=host['host'], node=host['nodename'], limits=host['limits']);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_123;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;_schedule_instances+633;scheduler_utils.setup_instance_group(context, request_spec);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_124;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances+1109;objects.BuildRequest.get_by_instance_uuid(context, instance.uuid);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_125;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instances+1200;self._update_usage_from_instance(context, instance, nodename, require_allocation_refresh=require_allocation_refresh);NO_FAILURE;;;NO_FAILURE;;
Test_126;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;update_usage+512;self._update_usage_from_instance(context, instance, nodename);NO_FAILURE;;;NO_FAILURE;;
Test_127;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instances+1203;self._remove_deleted_instances_allocations(context, cn);NO_FAILURE;;;NO_FAILURE;;
Test_128;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_available_resource+751;self._pair_instances_to_migrations(migrations, instances);NO_FAILURE;;;NO_FAILURE;;
Test_129;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_available_resource+745;self._update_usage_from_instances(context, instances, nodename);NO_FAILURE;;;NO_FAILURE;;
Test_130;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/quota.py;QuotaEngine;_instances_cores_ram_count+1903;return total_counts;FAILURE;; openstack server create ;NO_FAILURE;;
Test_131;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/utils.py;UndoManager;instance_sys_meta+866;return instance['system_metadata'];FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_132;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/utils.py;UndoManager;instance_sys_meta+868;return metadata_to_dict(instance['system_metadata'], include_deleted=True);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_133;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/notifications/objects/instance.py;BlockDevicePayload;from_instance+352;return None;NO_FAILURE;;;NO_FAILURE;;
Test_134;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/consoleauth/manager.py;ConsoleAuthManager;mc_instance+61;return self._mc_instance;NO_FAILURE;;;NO_FAILURE;;
Test_135;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/consoleauth/manager.py;ConsoleAuthManager;_get_tokens_for_instance+74;return tokens;NO_FAILURE;;;NO_FAILURE;;
Test_136;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/utils.py;None;check_num_instances_quota+816;return max_count;FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_137;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/consoleauth/rpcapi.py;ConsoleAuthAPI;delete_tokens_for_instance+101;return cctxt.cast(ctxt, 'delete_tokens_for_instance', instance_uuid=instance_uuid);NO_FAILURE;;;NO_FAILURE;;
Test_138;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/availability_zones.py;None;get_instance_availability_zone+196;return az;NO_FAILURE;;;NO_FAILURE;;
Test_139;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/availability_zones.py;None;get_instance_availability_zone+173;return az;NO_FAILURE;;;NO_FAILURE;;
Test_140;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/block_device.py;BlockDeviceDict;instance_block_mapping+559;return mappings;NO_FAILURE;;;NO_FAILURE;;
Test_141;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/network/security_group/neutron_driver.py;SecurityGroupAPI;get_instances_security_groups_bindings+405;return instances_security_group_bindings;NO_FAILURE;;;NO_FAILURE;;
Test_142;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/network/security_group/neutron_driver.py;SecurityGroupAPI;get_instance_security_groups+415;return sg_bindings.get(instance.uuid, []);FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_143;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/handler.py;MetadataRequestHandler;_handle_instance_id_request+177;return self._get_meta_by_instance_id(instance_id, tenant_id, remote_address);FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_144;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;_get_instance_map_or_none+2267;return inst_map;FAILURE;; openstack server create ;NO_FAILURE;;
Test_145;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/utils.py;UndoManager;instance_meta+857;return instance['metadata'];NO_FAILURE;;;NO_FAILURE;;
Test_146;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/utils.py;UndoManager;instance_meta+859;return metadata_to_dict(instance['metadata']);NO_FAILURE;;;NO_FAILURE;;
Test_147;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/utils.py;UndoManager;instance_sys_meta+864;return {};NO_FAILURE;;;NO_FAILURE;;
Test_148;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+1977;compute_utils.notify_about_instance_create(context, instance, self.host, phase=fields.NotificationPhase.START);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_149;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion+760;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.DELETE, phase=fields.NotificationPhase.END);NO_FAILURE;;;NO_FAILURE;;
Test_150;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+2115;self._update_instance_after_spawn(context, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_151;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;_get_instance+2312;return instance;FAILURE;; openstack server create ;NO_FAILURE;;
Test_152;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+1975;self._notify_about_instance_usage(context, instance, 'create.start', extra_usage_info={'image_name': image_name});FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_153;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_do_build_and_run_instance+1852;self._build_and_run_instance(context, instance, image, decoded_files, admin_password, requested_networks, security_groups, block_device_mapping, node, limits, filter_properties);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_154;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_device_names_for_instance+1497;self.driver.default_device_names_for_instance(instance, root_device_name, *block_device_lists);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_155;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+2129;self._notify_about_instance_usage(context, instance, 'create.end', extra_usage_info={'message': _('Success')}, network_info=network_info);FAILURE;; openstack server add volume ;NO_FAILURE;;
Test_156;OPENSTACK_MISSING_PARAMETERS-NETWORK;/nova/network/neutronv2/api.py;API;_get_available_networks+363;_ensure_requested_network_ordering((lambda x: x['id']), nets, net_ids);FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_157;OPENSTACK_MISSING_PARAMETERS-NETWORK;/nova/api/openstack/compute/servers.py;ServersController;_get_requested_networks+422;self._validate_network_id(request.network_id, network_uuids);FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_158;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;block_device_mapping_get_all_by_instance_uuids+4213;return _block_device_mapping_get_query(context).filter(models.BlockDeviceMapping.instance_uuid.in_(instance_uuids)).all();NO_FAILURE;;;NO_FAILURE;;
Test_159;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/notifications/base.py;None;send_update+137;send_instance_update_notification(context, new_instance, service=service, host=host, old_display_name=old_display_name);NO_FAILURE;;;NO_FAILURE;;
Test_160;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/notifications/base.py;None;send_instance_update_notification+251;_send_versioned_instance_update(context, instance, payload, host, service);NO_FAILURE;;;NO_FAILURE;;
Test_161;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/network/base_api.py;NetworkAPI;get_instance_nw_info+261;update_instance_cache_with_nw_info(self, context, instance, nw_info=result, update_cells=update_cells);FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_162;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/network/base_api.py;None;wrapper+84;update_instance_cache_with_nw_info(self, context, instance, nw_info=res);NO_FAILURE;;;NO_FAILURE;;
Test_163;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;block_device_mapping_get_all_by_instance+4220;return _block_device_mapping_get_query(context).filter_by(instance_uuid=instance_uuid).all();NO_FAILURE;;;NO_FAILURE;;
Test_164;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/network/neutronv2/api.py;API;deallocate_for_instance+1214;base_api.update_instance_cache_with_nw_info(self, context, instance, network_model.NetworkInfo([]));NO_FAILURE;;;NO_FAILURE;;
Test_165;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/network/neutronv2/api.py;API;_get_instance_nw_info+1319;compute_utils.refresh_info_cache_for_instance(context, instance);NO_FAILURE;;;NO_FAILURE;;
Test_166;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/network/neutronv2/api.py;API;deallocate_for_instance+1207;objects.VirtualInterface.delete_by_instance_uuid(context, instance.uuid);NO_FAILURE;;;NO_FAILURE;;
Test_167;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;_get_server+347;req.cache_db_instance(instance);FAILURE;; openstack server create ;NO_FAILURE;;
Test_168;URLPARSE_MISSING_FUNCTION_CALL-URLSPLIT_IN_VAR;/nova/api/openstack/common.py;None;remove_trailing_version_from_href+266;parsed_url = urlparse.urlsplit(href);FAILURE;; openstack server create ;NO_FAILURE;;
Test_169;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/notifications/base.py;None;send_update_with_states+179;send_instance_update_notification(context, instance, old_vm_state=old_vm_state, old_task_state=old_task_state, new_vm_state=new_vm_state, new_task_state=new_task_state, service=service, host=host);NO_FAILURE;;;NO_FAILURE;;
Test_170;OPENSTACK_WRONG_PARAMETERS-NETWORK;/nova/api/openstack/compute/servers.py;ServersController;_get_requested_networks+422;self._validate_network_id(request.network_id, network_uuids);FAILURE;; openstack server create ;NO_FAILURE;;
Test_171;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;_provision_instances+989;return instances_to_build;FAILURE;; openstack server create ;NO_FAILURE;;
Test_172;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/conductor/api.py;ComputeTaskAPI;schedule_and_build_instances+130;self.conductor_compute_rpcapi.schedule_and_build_instances(context, build_requests, request_spec, image, admin_password, injected_files, requested_networks, block_device_mapping, tags);FAILURE;FAILURE_INSTANCE_ACTIVE;;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_173;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances+1201;self.compute_rpcapi.build_and_run_instance(cctxt, instance=instance, image=image, request_spec=request_spec, filter_properties=filter_props, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, security_groups=legacy_secgroups, block_device_mapping=instance_bdms, host=host['host'], node=host['nodename'], limits=host['limits']);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_174;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/objects/request_spec.py;RequestSpec;from_components+418;spec_obj._from_instance_pci_requests(pci_requests);FAILURE;; openstack server create ;NO_FAILURE;;
Test_175;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/objects/build_request.py;BuildRequest;_from_db_object+162;req._load_instance(db_req['instance']);FAILURE;; openstack server create ;NO_FAILURE;;
Test_176;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/handler.py;MetadataRequestHandler;get_metadata_by_instance_id+79;return data;FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_177;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/handler.py;MetadataRequestHandler;_get_meta_by_instance_id+304;return meta_data;FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_178;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/handler.py;MetadataRequestHandler;get_metadata_by_instance_id+89;return data;FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_179;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/network/neutronv2/api.py;API;_get_instance_nw_info+1323;return network_model.NetworkInfo.hydrate(nw_info);FAILURE;FAILURE_INSTANCE_ACTIVE;;FAILURE;; nova list 
Test_180;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/base.py;RouteConfiguration;get_metadata_by_instance_id+709;return InstanceMetadata(instance, address);FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_181;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/base.py;RouteConfiguration;_format_instance_mapping+715;return block_device.instance_block_mapping(instance, bdms);NO_FAILURE;;;NO_FAILURE;;
Test_182;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/ec2/ec2utils.py;None;get_int_id_from_instance_uuid+301;return imap.id;NO_FAILURE;;;NO_FAILURE;;
Test_183;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;_bdm_validate_set_size_and_instance+1275;return instance_block_device_mapping;FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_184;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/network/neutronv2/api.py;API;_ports_needed_per_instance+1684;return ports_needed_per_instance;NO_FAILURE;;;NO_FAILURE;;
Test_185;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/ec2/ec2utils.py;None;get_ip_info_for_instance_from_nw_info+159;return ip_info;FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_186;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/openstack/wsgi.py;Request;get_db_instances+133;return self.get_db_items('instances');FAILURE;; nova list ;NO_FAILURE;;
Test_187;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/openstack/compute/extended_volumes.py;ExtendedVolumesController;_get_instance_bdms+86;return bdms.get(server['id'], []);FAILURE;; openstack server create ;NO_FAILURE;;
Test_188;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/openstack/wsgi.py;Request;get_db_instance+136;return self.get_db_item('instances', instance_uuid);FAILURE;; openstack server create ;NO_FAILURE;;
Test_189;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/openstack/common.py;ViewBuilder;get_instance+477;return compute_api.get(context, instance_id, expected_attrs=expected_attrs);FAILURE;; openstack server create ;NO_FAILURE;;
Test_190;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/api.py;API;_create_instance+1170;self.compute_task_api.schedule_and_build_instances(context, build_requests=build_requests, request_spec=request_specs, image=boot_meta, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, block_device_mapping=block_device_mapping, tags=tags);FAILURE;; openstack server create ;NO_FAILURE;;
Test_191;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_block_device_names+1555;self._default_device_names_for_instance(instance, root_device_name, ephemerals, swap, block_device_mapping);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_192;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/api.py;API;delete+2171;self._delete_instance(context, instance);NO_FAILURE;;;NO_FAILURE;;
Test_193;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/block_device.py;BlockDeviceDict;_validate+121;validate_and_default_volume_size(bdm_dict);FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_194;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_notify_about_instance_usage+1663;compute_utils.notify_about_instance_usage(self.notifier, context, instance, event_suffix, network_info=network_info, system_metadata=system_metadata, extra_usage_info=extra_usage_info, fault=fault);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_195;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/api.py;API;_populate_instance_for_create+1513;self._populate_instance_names(instance, num_instances);FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_196;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/api.py;API;create_db_entry_for_new_instance+1565;self._populate_instance_for_create(context, instance, image, index, security_group, instance_type, num_instances, shutdown_terminate);FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_197;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_notify_about_instance_usage+1663;compute_utils.notify_about_instance_usage(self.notifier, context, instance, event_suffix, network_info=network_info, system_metadata=system_metadata, extra_usage_info=extra_usage_info, fault=fault);NO_FAILURE;;;NO_FAILURE;;
Test_198;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+1977;compute_utils.notify_about_instance_create(context, instance, self.host, phase=fields.NotificationPhase.START);NO_FAILURE;;;NO_FAILURE;;
Test_199;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_deallocate_network+1680;self.network_api.deallocate_for_instance(context, instance, requested_networks=requested_networks);NO_FAILURE;;;NO_FAILURE;;
Test_200;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_instance+2432;self._notify_about_instance_usage(context, instance, 'delete.start');NO_FAILURE;;;NO_FAILURE;;
Test_201;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+2132;compute_utils.notify_about_instance_create(context, instance, self.host, phase=fields.NotificationPhase.END);NO_FAILURE;;;NO_FAILURE;;
Test_202;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;create_db_entry_for_new_instance+1572;return instance;FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_203;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+2115;self._update_instance_after_spawn(context, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_204;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+1994;self._validate_instance_group_policy(context, instance, filter_properties);NO_FAILURE;;;NO_FAILURE;;
Test_205;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion+758;self._notify_about_instance_usage(context, instance, 'delete.end', system_metadata=system_meta);NO_FAILURE;;;NO_FAILURE;;
Test_206;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;bad_volumes_callback+3163;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.REBOOT, phase=fields.NotificationPhase.END);NO_FAILURE;;;NO_FAILURE;;
Test_207;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;reboot_instance+3085;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.REBOOT, phase=fields.NotificationPhase.START);NO_FAILURE;;;NO_FAILURE;;
Test_208;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_process_instance_vif_deleted_event+7001;base_net_api.update_instance_cache_with_nw_info(self.network_api, context, instance, nw_info=network_info);NO_FAILURE;;;NO_FAILURE;;
Test_209;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_do_build_and_run_instance+1852;self._build_and_run_instance(context, instance, image, decoded_files, admin_password, requested_networks, security_groups, block_device_mapping, node, limits, filter_properties);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_210;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_block_device_names+1555;self._default_device_names_for_instance(instance, root_device_name, ephemerals, swap, block_device_mapping);NO_FAILURE;;;NO_FAILURE;;
Test_211;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_heal_instance_info_cache+6121;self.network_api.get_instance_nw_info(context, instance);NO_FAILURE;;;NO_FAILURE;;
Test_212;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;bad_volumes_callback+3162;self._notify_about_instance_usage(context, instance, 'reboot.end');NO_FAILURE;;;NO_FAILURE;;
Test_213;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;handle_lifecycle_event+1092;self._sync_instance_power_state(context, instance, vm_power_state);NO_FAILURE;;;NO_FAILURE;;
Test_214;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_update_scheduler_instance_info+1638;self.scheduler_client.update_instance_info(context, self.host, instance);NO_FAILURE;;;NO_FAILURE;;
Test_215;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+1975;self._notify_about_instance_usage(context, instance, 'create.start', extra_usage_info={'image_name': image_name});NO_FAILURE;;;NO_FAILURE;;
Test_216;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_device_names_for_instance+1497;self.driver.default_device_names_for_instance(instance, root_device_name, *block_device_lists);NO_FAILURE;;;NO_FAILURE;;
Test_217;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_update_instance_after_spawn+1622;configdrive.update_instance(instance);NO_FAILURE;;;NO_FAILURE;;
Test_218;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;do_terminate_instance+2521;do_terminate_instance(instance, bdms);NO_FAILURE;;;NO_FAILURE;;
Test_219;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_scheduler_instance_info+1646;self.scheduler_client.delete_instance_info(context, self.host, instance_uuid);NO_FAILURE;;;NO_FAILURE;;
Test_220;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_sync_scheduler_instance_info+1658;self.scheduler_client.sync_instance_info(context, self.host, uuids);NO_FAILURE;;;NO_FAILURE;;
Test_221;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;external_instance_event+7082;self.network_api.get_instance_nw_info(context, instance);NO_FAILURE;;;NO_FAILURE;;
Test_222;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/manager.py;SchedulerManager;sync_instance_info+190;self.driver.host_manager.sync_instance_info(context, host_name, instance_uuids);NO_FAILURE;;;NO_FAILURE;;
Test_223;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/manager.py;SchedulerManager;delete_instance_info+183;self.driver.host_manager.delete_instance_info(context, host_name, instance_uuid);NO_FAILURE;;;NO_FAILURE;;
Test_224;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/manager.py;SchedulerManager;update_instance_info+176;self.driver.host_manager.update_instance_info(context, host_name, instance_info);NO_FAILURE;;;NO_FAILURE;;
